59.8316548004943	 8.408634627743969e-13
61.096009662976385	 8.79582074840367e-13
61.86741143907993	 9.357200831703465e-13
62.97693238732872	 9.17516435682608e-13
63.972434172767905	 8.130701506510878e-13
65.0516537122765	 8.481148905281215e-13
66.01089538907887	 8.316107508145204e-13
66.84435279859237	 9.358526927638479e-13
67.75914437635372	 1.0710779303663614e-12
68.83024051662973	 1.3564018831606116e-12
69.62645672401982	 1.3756311043649025e-12
71.2466271544439	 1.4349396886149461e-12
71.99547897436118	 1.5052100533707746e-12
72.90449808475167	 1.869027502971605e-12
73.82499452336924	 2.068129577284384e-12
74.75711320362844	 2.1271427460703554e-12
76.01827104965818	 1.9170656134775675e-12
76.81727618009194	 1.6332569347713314e-12
77.95001191554758	 1.50120300916745e-12
79.01678885931717	 1.642550564478764e-12
79.93084127978638	 1.8277708703758294e-12
80.77097025642038	 2.0626634752665856e-12
81.87635313806503	 2.068521698743277e-12
83.95695685507773	 1.8074957147474078e-12
85.10594123161745	 1.8486522150567776e-12
85.82081052464139	 2.0226948964145595e-12
86.72284719241009	 2.0341383008608485e-12
87.63436489566462	 1.94470861902593e-12
90.04940028543642	 2.2132840041191037e-12
90.80579343716826	 2.1519634427728463e-12
91.76022575755094	 2.22583976662784e-12
92.82169203158327	 2.0173063842554413e-12
93.8954371621855	 2.0632323507966824e-12
94.68413609214196	 2.20107724265517e-12
98.62494927484055	 2.2012416353858335e-12
100.81443398822474	 2.6876235624714714e-12
101.87406411222146	 2.7798889535812837e-12
103.05252550288377	 2.6651596663235258e-12
103.48442855629963	 2.3817211955172824e-12
105.89245589310387	 1.3728231548996844e-12
106.89363479399483	 1.4769481355287533e-12
107.90427951738596	 1.7881062175594847e-12
108.69693805751012	 1.859908623467258e-12
109.9543252629806	 1.859947802649637e-12
110.64629276591042	 1.7781626818681863e-12
111.69241765596749	 1.7386487357044132e-12
112.98445604654638	 2.035124064307703e-12
113.93349811162236	 2.680679260169939e-12
114.65050745163522	 2.8357481861925567e-12
114.92478320836355	 2.8812255480347656e-12
115.97676450861044	 2.0352214976937053e-12
116.82872305237615	 1.7339106732092992e-12
118.05667454103727	 1.9024990009653443e-12
119.797520099635	 4.239259444149333e-12
120.93016688255507	 3.858314589543528e-12
121.69120784575927	 3.016995543306976e-12
124.8488210286125	 2.038359395626043e-12
126.02922622708235	 2.111297246057093e-12
126.82235672704192	 2.4782502254122247e-12
127.95450995078396	 2.5417933663572746e-12
128.6251978482888	 2.8046300497117146e-12
130.93194300160522	 2.5778817581104467e-12
132.7237987635823	 3.357666460961406e-12
133.83864652645886	 3.522081099539046e-12
134.68092347928388	 3.395726936847132e-12
135.5285010719738	 3.443833960502524e-12
136.66690765492012	 3.2739558682775237e-12
137.6708547827778	 2.534997689692176e-12
138.68217684764716	 2.246389598248456e-12
139.70092802538505	 2.291063559424544e-12
140.72716288982107	 2.202675322983714e-12
141.61279083821114	 2.4100385319312445e-12
142.80230398153162	 2.636933328506058e-12
143.70099126338604	 2.506848581900595e-12
144.4542161066283	 2.297654066026399e-12
145.81998397074034	 2.6002273862835633e-12
146.66096893227092	 3.0350433847198923e-12
147.66111558059382	 3.274419851005537e-12
148.8236090149088	 3.121658970023431e-12
149.52549342537665	 2.8054035570847835e-12
