10.04434477	3.01E-27
10.18498606	4.77E-27
10.36416315	8.03E-27
10.73657099	1.41E-26
10.73981261	2.10E-26
11.16788579	9.68E-27
11.52779363	6.64E-27
11.59243863	4.10E-27
11.57557467	2.61E-27
11.69802171	1.38E-27
12.34313222	1.09E-27
13.12829215	1.56E-27
13.81959644	1.65E-27
13.68082226	9.81E-28
14.41600412	3.19E-27
14.31645579	4.95E-27
15.08388837	1.99E-27
15.03848074	1.35E-27
15.74815578	3.52E-27
15.79193745	5.36E-27
15.8220157	7.55E-27
16.7495884	2.74E-27
16.71041289	1.99E-27
17.60190961	5.18E-27
18.17836551	1.03E-26
19.50303787	1.14E-26
20.14163734	8.75E-27
21.0747483	1.45E-26
22.34183982	1.46E-26
23.36937023	2.37E-26
23.28712798	3.47E-26
24.58790986	1.92E-26
25.67216289	2.92E-26
27.0250045	3.56E-26
28.78828838	4.54E-26
29.71025578	3.62E-26
30.40740003	2.19E-26
31.7291127	2.74E-26
32.30807042	4.54E-26
32.8317767	7.01E-26
34.40005182	8.97E-26
35.1742101	5.53E-26
36.3330306	1.12E-25
36.37441571	1.99E-25
36.17214709	3.09E-25
37.38850039	6.25E-26
38.69529323	1.10E-25
38.90235595	1.69E-25
39.25456437	6.54E-26
40.89994959	1.02E-25
43.34302777	1.37E-25
42.5704729	8.77E-26
43.96089298	2.20E-25
46.46790897	1.58E-25
46.38319759	2.97E-25
46.96376187	2.02E-25
46.81330971	4.82E-25
49.57063575	3.20E-25
50.04540474	4.86E-25
51.154219	2.41E-25
52.64453094	3.65E-25
52.96989401	5.54E-25
55.90469524	3.44E-25
55.78596447	2.04E-25
57.06112108	6.11E-25
56.82095509	9.34E-25
59.24663732	4.16E-25
61.76281201	6.69E-25
61.12376782	1.18E-24
63.51111595	3.80E-25
65.6863581	5.82E-25
67.51651999	1.18E-24
67.57242112	7.88E-25
67.43975431	1.98E-24
69.24779929	5.54E-25
71.85616245	1.07E-24
72.40747671	2.10E-24
72.82718704	7.82E-25
76.52940965	1.27E-24
76.76142992	2.94E-24
77.12830387	2.08E-24
77.57472695	7.93E-25
79.56103559	1.51E-24
82.00278935	2.51E-24
85.27019848	3.39E-24
86.76001173	5.18E-24
86.604066	8.30E-24
87.94369118	2.38E-24
90.15920513	3.64E-24
91.89579853	5.59E-24
92.41062725	9.94E-24
