1		7125.69871
2		40881.15144
3		32530.77221
4		26956.75312
5		23044.97944
6		20138.63402
7		17880.02245
8		16132.95773
9		14676.90342
10		13487.14665
11		12472.66641
12		87680.86124
13		83794.14497
14		80176.16933
15		76816.59815
16		73592.58751
17		70551.18270
18		67698.96127
19		65050.04933
20		62593.39031
21		60320.90320
22		58198.19671
23		56235.88891
24		54394.60836
25		52659.69649
26		51049.31990
27		49503.15291
28		48056.58909
29		46677.30439
30		45385.21946
31		44156.99957
32		42978.45599
33		41852.21973
34		40770.14715
35		39750.43617
36		38786.60320
37		37858.29223
38		36969.86638
39		36120.94039
40		35305.87948
41		34523.82857
42		33780.81082
43		33063.05720
44		32369.05173
45		31706.93181
46		31070.57716
47		30450.40959
48		29862.00854
49		29291.77411
50		28737.70797
51		28204.17950
52		27686.47478
53		27195.48439
54		26715.26241
55		26245.27951
56		25793.88921
57		25359.68202
58		24940.22111
59		24531.97965
60		24130.27817
61		23740.87675
62		23369.79855
63		23010.89825
64		22656.70247
65		22311.58061
66		21980.08997
67		21666.97581
68		21348.20494
69		21041.23610
70		20750.03463
71		20462.92692
72		20182.83528
73		19896.10343
74		19638.80150
75		19380.33440
76		19122.65660
77		18867.79777
78		18631.20202
79		18394.57933
80		18163.60960
81		17938.27120
82		17718.40596
83		17503.71289
84		17293.74188
85		17087.88750
86		16885.38266
87		16690.03390
88		16498.63544
89		16310.06784
90		16125.56580
91		15946.40162
92		15768.58302
93		15595.81881
94		15426.54697
95		15261.82932
96		15099.87112
97		14941.61295
98		14785.01358
99		14633.95096
100		14483.17838
101		14336.55719
102		14191.70442
103		14052.64868
104		13913.53343
105		13778.36065
106		13644.37308
107		13512.15143
108		13385.94482
109		13259.12523
110		13135.90452
111		13013.06436
112		12894.98010
113		12778.32130
114		12663.55871
115		12551.17438
116		12437.44698
117		12331.23742
118		12224.55804
119		12117.71327
120		12015.52543
121		11909.36881
122		11813.32974
123		11713.98716
124		11616.27081
125		11520.53211
126		11427.13002
127		11331.37911
128		11243.67726
129		11154.22108
130		11063.15622
131		10976.00720
132		10893.17432
133		10809.52488
134		10725.22333
135		10646.14624
136		10566.92695
137		10487.74305
138		10408.77590
139		10330.21061
140		10258.37511
141		10181.27192
142		10105.14910
143		10036.61178
144		9963.14379
145		9891.26851
146		9821.19736
147		9753.14553
148		9687.33195
149		9623.97932
150		9556.26671
151		9491.28315
152		9429.26076
153		9363.10326
154		9300.19008
155		9240.76269
156		9177.44389
157		9117.90907
158		9062.40912
159		9003.28022
160		8948.49942
161		8890.20807
162		8836.58680
163		8779.57964
164		8727.57332
165		8672.31204
166		8618.93870
167		8566.73183
168		8514.93019
169		8463.62682
170		8412.91624
171		8363.81038
172		8314.58574
173		8266.24656
174		8217.94510
175		8170.70983
176		8123.67389
177		8076.90898
178		8031.48032
179		7986.49182
180		7942.01875
181		7898.13751
182		7853.88811
183		7811.41277
184		7768.70472
185		7725.81017
186		7684.94334
187		7644.03146
188		7603.12340
189		7562.26878
190		7522.64867
191		7483.20735
192		7445.15152
193		7406.23674
194		7368.83807
195		7330.66434
196		7294.14058
197		7256.92839
198		7220.27537
199		7184.23881
200		7148.87680
201		7114.24816
202		7079.13441
203		7044.84856
204		7010.14800
205		6976.37225
206		6943.58351
207		6910.50264
208		6877.15434
209		6844.93186
210		6813.90006
211		6781.33555
212		6750.04064
213		6718.66101
214		6688.65840
215		6658.65301
216		6628.67311
217		6598.74737
218		6568.90482
219		6539.17487
220		6511.10328
221		6481.70208
222		6454.04770
223		6426.65526
224		6397.98464
225		6371.19684
226		6343.16669
227		6317.11219
228		6289.85243
229		6263.02037
230		6236.64955
231		6210.77390
232		6185.42771
233		6160.64566
234		6134.74774
235		6109.45505
236		6084.80320
237		6060.82818
238		6037.56636
239		6013.26535
240		5989.72139
241		5965.15257
242		5941.38553
243		5918.45813
244		5896.40862
245		5873.39553
246		5851.30718
247		5828.27185
248		5806.20899
249		5785.15836
250		5763.20247
251		5740.33474
252		5720.52671
253		5699.85695
254		5678.31927
255		5657.94416
256		5636.72072
257		5616.71173
258		5595.87465
259		5576.30476
260		5555.92764
261		5536.87133
262		5517.02928
263		5498.56254
264		5479.33217
265		5459.33292
266		5440.77572
267		5421.47250
268		5403.66784
269		5385.14065
270		5365.88604
271		5348.19943
272		5332.12695
273		5313.04637
274		5295.60479
275		5277.48039
276		5261.05464
277		5243.97169
278		5226.22723
279		5210.25505
280		5193.64772
281		5176.40112
282		5161.00194
283		5142.48207
284		5128.36317
285		5111.11569
286		5095.80621
287		5079.90469
288		5063.40736
289		5048.92650
290		5033.87859
291		5018.26007
292		5002.06735
293		4987.98581
294		4973.35971
295		4958.18566
296		4942.46030
297		4928.94308
298		4914.90505
299		4900.34300
300		4885.25375
301		4872.47187
302		4856.33750
303		4842.54203
304		4828.24465
305		4816.35607
306		4801.06501
307		4788.21514
308		4774.88992
309		4761.08655
310		4749.81222
311		4735.06353
312		4722.87727
313		4710.24079
314		4697.15146
315		4683.60665
316		4672.73140
317		4658.28756
318		4646.54779
319		4634.38198
320		4621.78769
321		4608.76248
322		4598.55146
323		4584.67727
324		4573.65292
325		4562.22860
326		4550.40204
327		4538.17099
328		4525.53319
329		4515.87669
330		4505.85023
331		4492.02007
332		4481.22669
333		4470.05707
334		4458.50915
335		4450.09594
336		4437.80622
337		4428.68924
338		4415.64972
339		4405.82120
340		4395.64464
341		4385.11815
342		4374.23985
343		4363.00787
344		4355.12682
345		4343.20341
346		4334.67046
347		4322.04836
348		4312.85649
349		4303.34344
350		4293.50754
351		4283.34707
352		4272.86036
353		4262.04571
354		4254.82655
355		4243.37316
356		4235.55641
357		4227.44968
358		4215.03715
359		4206.32350
360		4197.31530
361		4188.01105
362		4178.40924
363		4168.50837
364		4162.45695
365		4152.81085
366		4143.70955
367		4135.16536
368		4126.34232
369		4117.66551
370		4108.71170
371		4100.34175
372		4091.70136
373		4083.22497
374		4074.91827
375		4066.78699
376		4058.39406
377		4050.18338
378		4041.71323
379		4033.88217
380		4025.79864
381		4017.46140
382		4009.78336
383		4001.85876
384		3993.68642
385		3986.19369
386		3977.99383
387		3970.48573
388		3962.73973
389		3955.22868
390		3947.48235
391		3939.97850
392		3932.72337
393		3925.23948
394		3917.52577
395		3910.55855
396		3902.87810
397		3895.95691
398		3888.81656
399		3881.45605
400		3874.37550
401		3867.07778
402		3860.06805
403		3853.35289
404		3846.42768
405		3839.29146
406		3832.45957
407		3825.93869
408		3819.21414
409		3812.28500
410		3805.67688
411		3798.86747
412		3792.38753
413		3785.70968
414		3779.36986
415		3772.83555
416		3766.10588
417		3759.72463
418		3753.69879
419		3747.48549
420		3741.08391
421		3734.49321
422		3728.27035
423		3722.42246
424		3716.39360
425		3710.18296
426		3703.78977
427		3697.78432
428		3692.17386
429		3685.81277
430		3679.85051
431		3674.29439
432		3668.56723
433		3662.66831
434		3656.59689
435		3650.94491
436		3645.12443
437		3639.73287
438		3634.17685
439		3628.45568
440		3623.17505
441		3617.12424
442		3612.13003
443		3606.36430
444		3601.05297
445		3595.58348
446		3589.95517
447		3584.79322
448		3579.47674
449		3574.63655
450		3569.01191
451		3563.86792
452		3558.57251
453		3553.76780
454		3548.17053
455		3543.06841
456		3538.46940
457		3533.07317
458		3528.18457
459		3523.15172
460		3518.63682
461		3513.31663
462		3508.51899
463		3503.58059
464		3499.17519
465		3493.95645
466		3489.27543
467		3484.45724
468		3480.18734
469		3475.09609
470		3470.55793
471		3465.88632
472		3461.77852
473		3456.84137
474		3452.47293
475		3447.97487
476		3443.34669
477		3439.30056
478		3434.41362
479		3430.11370
480		3425.68764
481		3421.13496
482		3417.18286
483		3413.10920
484		3408.17978
485		3404.59534
486		3400.15420
487		3395.58963
488		3391.64706
489		3387.58624
490		3383.40672
491		3379.10804
492		3375.44795
493		3370.91270
494		3367.02131
495		3363.01516
496		3358.89383
497		3355.43055
498		3351.08065
499		3347.39420
500		3343.59709
501		3339.68891
502		3335.66925
503		3332.33017
504		3328.08946
505		3324.53482
506		3320.87339
507		3317.10477
508		3313.22857
509		3310.05587
510		3305.96651
511		3302.58626
512		3299.10326
513		3295.51714
514		3291.82752
515		3288.03402
516		3284.13627
517		3280.97109
518		3277.70739
519		3274.34482
520		3270.88301
521		3267.32161
522		3263.66026
523		3260.75535
524		3256.89632
525		3253.79958
526		3250.60805
527		3247.32140
528		3243.93929
529		3240.46137
530		3236.88732
531		3234.09994
532		3230.33592
533		3227.36458
534		3224.30243
535		3221.14916
536		3217.90445
537		3214.56797
538		3211.13942
539		3208.52844
540		3204.91815
541		3202.13155
542		3199.25839
543		3196.29837
544		3193.25117
545		3190.11650
546		3186.89407
547		3183.58356
548		3181.12529
549		3177.64118
550		3175.01558
551		3172.30762
552		3169.51700
553		3166.64345
554		3163.68668
555		3160.64642
556		3157.52237
557		3155.28602
558		3151.99706
559		3149.60223
560		3146.14726
561		3143.59288
562		3140.96007
563		3138.24857
564		3135.45813
565		3132.58847
566		3129.63933
567		3126.61046
568		3124.51210
569		3121.32652
570		3119.07806
571		3115.73475
572		3113.33520
573		3110.86151
574		3108.31344
575		3105.69076
576		3102.99320
577		3100.22054
578		3097.37253
579		3095.49895
580		3092.50312
581		3090.48852
582		3087.34393
583		3085.18737
584		3082.96132
585		3079.59363
586		3077.22424
587		3074.78466
588		3072.27468
589		3069.69408
590		3067.04261
591		3065.41407
592		3062.62393
593		3059.76225
594		3057.93397
595		3054.93229
596		3052.97101
597		3050.94479
598		3047.73333
599		3045.57283
600		3043.34677
601		3041.05492
602		3038.69708
603		3036.27304
604		3033.78261
605		3031.22556
606		3029.75195
607		3027.06486
608		3024.31056
609		3022.65049
610		3019.76493
611		3017.98085
612		3016.13638
613		3013.05437
614		3011.08473
615		3009.05414
616		3006.96242
617		3004.80936
618		3002.59479
619		3000.31851
620		2997.98034
621		2995.58009
622		2993.11757
623		2991.80829
624		2989.22458
625		2986.57805
626		2985.09592
627		2982.32710
628		2980.73017
629		2979.07755
630		2976.12590
631		2974.35743
632		2972.53274
633		2970.65168
634		2968.71407
635		2966.71974
636		2964.66853
637		2962.56026
638		2960.39476
639		2958.17187
640		2955.89142
641		2954.84019
642		2952.44812
643		2949.99799
644		2948.78865
645		2946.22592
646		2944.91173
647		2942.23575
648		2940.81609
649		2939.34548
650		2936.50044
651		2934.92342
652		2933.29501
653		2931.61504
654		2929.88338
655		2928.09986
656		2926.26435
657		2924.37669
658		2922.43672
659		2920.44430
660		2918.39928
661		2916.30151
662		2915.52350
663		2913.32392
664		2911.07115
665		2910.15015
666		2907.79470
667		2906.77908
668		2904.32038
669		2903.20958
670		2900.64705
671		2899.44053
672		2898.18803
673		2895.47079
674		2894.12174
675		2892.72633
676		2891.28442
677		2889.79587
678		2888.26057
679		2886.67836
680		2885.04913
681		2883.37275
682		2881.64907
683		2879.87797
684		2878.05932
685		2877.66268
686		2875.75283
687		2873.79503
688		2871.78916
689		2871.22199
690		2869.12390
691		2868.47290
692		2866.28209
693		2865.54679
694		2863.26275
695		2862.44266
696		2860.06490
697		2859.15955
698		2858.21357
699		2855.69647
700		2854.66453
701		2853.59161
702		2852.47762
703		2851.32243
704		2850.12593
705		2848.88801
706		2847.60856
707		2846.28747
708		2844.92462
709		2843.51989
710		2842.07318
711		2840.58438
712		2839.05337
713		2837.48003
714		2835.86426
715		2835.80719
716		2834.11069
717		2832.37143
718		2832.20400
719		2830.38337
720		2828.51963
721		2828.24092
722		2826.29518
723		2825.94328
724		2823.91509
725		2823.48960
726		2823.02943
727		2820.87906
728		2820.34471
729		2818.11083
730		2817.50190
731		2816.85780
732		2816.17846
733		2813.78090
734		2813.02618
735		2812.23593
736		2811.41004
737		2810.54843
738		2809.65100
739		2808.71765
740		2807.74830
741		2806.74285
742		2805.70120
743		2804.62326
744		2803.50894
745		2802.35814
746		2801.17077
747		2799.94674
748		2800.43841
749		2799.14545
750		2797.81555
751		2796.44861
752		2796.81581
753		2795.37923
754		2793.90535
755		2794.17948
756		2792.63543
757		2791.05379
758		2791.23411
759		2789.58177
760		2789.70071
761		2787.97731
762		2788.03455
763		2786.23975
764		2786.23497
765		2786.20144
766		2784.30128
767		2784.20524
768		2782.23280
769		2782.07393
770		2781.88593
771		2781.66873
772		2779.55552
773		2779.27484
774		2778.96473
775		2778.62510
776		2778.25589
777		2775.96603
778		2775.53255
779		2775.06925
780		2774.57606
781		2774.05290
782		2773.49969
783		2772.91637
784		2772.30285
785		2771.65906
786		2770.98493
787		2770.28038
788		2769.54534
789		2768.77972
790		2769.93825
791		2769.11622
792		2768.26340
793		2767.37971
794		2766.46509
795		2767.49907
796		2766.52732
797		2765.52442
798		2764.49028
799		2765.42442
800		2764.33259
801		2763.20932
802		2764.06914
803		2762.88776
804		2761.67471
805		2762.45963
806		2761.18805
807		2761.92441
808		2760.59403
809		2761.28156
810		2759.89211
811		2760.53057
812		2759.08177
813		2759.67091
814		2758.16247
815		2758.70204
816		2759.21928
817		2757.62345
818		2758.09074
819		2756.43460
820		2756.85171
821		2757.24619
822		2757.61800
823		2755.84556
824		2756.16669
825		2756.46496
826		2754.60332
827		2754.85054
828		2755.07474
829		2755.27585
830		2755.45382
831		2753.44563
832		2753.57194
833		2753.67494
834		2753.75456
835		2753.81076
836		2753.84347
837		2753.85263
838		2751.63865
839		2751.59531
840		2751.52826
841		2751.43743
842		2751.32278
843		2751.18424
844		2751.02175
845		2750.83527
846		2750.62473
847		2750.39008
848		2750.13126
849		2749.84822
850		2749.54090
851		2749.20924
852		2751.12684
853		2750.75168
854		2750.35202
855		2749.92780
856		2749.47897
857		2749.00547
858		2748.50724
859		2747.98423
860		2749.75294
861		2749.18559
862		2748.59330
863		2747.97600
864		2747.33365
865		2746.66619
866		2748.32254
867		2747.61011
868		2746.87240
869		2746.10935
870		2747.69166
871		2746.88323
872		2746.04931
873		2747.57696
874		2746.69734
875		2745.79207
876		2744.86109
877		2746.31338
878		2745.33629
879		2744.33332
880		2745.72998
881		2744.68060
882		2746.04178
883		2744.94579
884		2743.82366
885		2745.12852
886		2743.95947
887		2742.76411
888		2744.01224
889		2742.76966
890		2743.98160
